,location,total_sqft,bath,price,bhk
1916,Hebbal,1255.0,2.0,95.0,3
1917,Hebbal,2790.0,4.0,198.0,4
1918,Hebbal,1255.0,2.0,95.0,3
1919,Hebbal,1349.0,2.0,97.8,2
1920,Hebbal,1255.0,3.0,77.68,3
1921,Hebbal,1344.0,2.0,108.0,2
1922,Hebbal,1255.0,2.0,90.0,3
1923,Hebbal,1255.0,3.0,77.68,3
1924,Hebbal,2790.0,5.0,204.0,4
1925,Hebbal,2790.0,5.0,198.0,4
1926,Hebbal,1299.0,2.0,100.0,2
1927,Hebbal,1645.0,3.0,117.0,3
1928,Hebbal,1390.0,2.0,95.0,2
1929,Hebbal,1333.0,2.0,100.0,2
1930,Hebbal,1355.0,3.0,83.87,3
1931,Hebbal,2650.0,4.0,199.0,3
1932,Hebbal,1800.0,3.0,140.0,3
1933,Hebbal,1255.0,2.0,95.0,3
1934,Hebbal,1333.0,2.0,104.0,2
1935,Hebbal,1645.0,3.0,117.0,3
1936,Hebbal,2600.0,3.0,199.0,3
1937,Hebbal,1345.0,2.0,97.0,2
1938,Hebbal,985.0,2.0,62.0,2
1939,Hebbal,1320.0,2.0,91.0,2
1940,Hebbal,2388.0,3.0,195.0,3
1941,Hebbal,2600.0,3.0,195.0,3
1942,Hebbal,2790.0,5.0,198.0,4
1943,Hebbal,1645.0,3.0,113.0,3
1944,Hebbal,1355.0,3.0,83.87,3
1945,Hebbal,1420.0,2.0,99.39,2
1946,Hebbal,1590.0,3.0,96.0,3
1947,Hebbal,1162.0,2.0,69.0,2
1948,Hebbal,1299.0,2.0,97.0,2
1949,Hebbal,1255.0,3.0,77.68,3
1950,Hebbal,2470.0,5.0,192.0,4
1951,Hebbal,1645.0,3.0,117.0,3
1952,Hebbal,1920.0,3.0,134.0,3
1953,Hebbal,3520.0,5.0,240.0,3
1954,Hebbal,1920.0,3.0,150.0,3
1955,Hebbal,2375.0,4.0,189.0,4
1956,Hebbal,1420.0,2.0,99.26,2
1957,Hebbal,1252.0,2.0,92.0,2
1958,Hebbal,2790.0,4.0,198.0,4
1959,Hebbal,1740.0,2.0,137.0,3
1960,Hebbal,1430.0,3.0,85.0,3
1961,Hebbal,1349.0,2.0,98.0,2
1962,Hebbal,1349.0,2.0,96.8,2
1963,Hebbal Kempapura,1700.0,3.0,155.0,3
1964,Hebbal Kempapura,1800.0,3.0,175.0,3
1965,Hebbal Kempapura,2280.0,5.0,200.0,5
1966,Hebbal Kempapura,2900.0,4.0,240.0,3
1967,Hebbal Kempapura,3900.0,5.0,360.0,4
1968,Hebbal Kempapura,1466.0,2.0,140.0,3
1969,Hebbal Kempapura,1725.0,2.0,165.0,3
1970,Hebbal Kempapura,1485.0,3.0,132.0,2
1971,Hebbal Kempapura,1800.0,3.0,150.0,3
1972,Hebbal Kempapura,2400.0,5.0,200.0,5
1973,Hebbal Kempapura,1785.0,3.0,165.0,3
1974,Hebbal Kempapura,1730.0,3.0,175.0,3
1975,Hegde Nagar,1569.0,3.0,101.0,3
1976,Hegde Nagar,3000.0,7.0,210.0,6
1977,Hegde Nagar,2026.0,3.0,132.0,3
1978,Hegde Nagar,1801.0,3.0,115.0,3
1979,Hegde Nagar,2112.95,4.0,145.0,3
1980,Hegde Nagar,1200.0,4.0,83.0,4
1981,Hegde Nagar,1703.0,3.0,113.0,3
1982,Hegde Nagar,1570.0,3.0,105.0,3
1983,Hegde Nagar,1584.01,3.0,103.0,3
1984,Hegde Nagar,1965.0,4.0,125.0,3
1985,Hegde Nagar,1200.0,2.0,75.0,2
1986,Hegde Nagar,1965.0,4.0,132.0,3
1987,Hegde Nagar,1847.0,3.0,125.0,3
1988,Hegde Nagar,2144.6,4.0,145.0,3
1989,Hegde Nagar,1718.0,3.0,119.0,3
1990,Hegde Nagar,1847.0,3.0,123.0,3
1991,Hegde Nagar,2087.01,4.0,135.0,3
1992,Hegde Nagar,1884.0,4.0,118.0,3
1993,Hegde Nagar,1930.0,4.0,122.0,3
1994,Hegde Nagar,1584.01,3.0,104.0,3
1995,Hegde Nagar,1000.0,2.0,66.0,2
1996,Hennur,1075.0,2.0,52.0,2
1997,Hennur,1255.0,2.0,52.32,2
1998,Hennur,1225.0,2.0,57.0,2
1999,Hennur,1255.0,2.0,57.5,2
2000,Hennur,1259.0,2.0,57.0,2
2001,Hennur,1255.0,2.0,53.5,2
2002,Hennur,1285.0,2.0,60.0,2
2003,Hennur,1285.0,2.0,60.0,2
2004,Hennur,1255.0,2.0,58.0,2
2005,Hennur,1255.0,2.0,54.5,2
2006,Hennur,1255.0,2.0,55.5,2
2007,Hennur,1260.0,2.0,52.0,3
2008,Hennur,1231.0,2.0,50.0,2
2009,Hennur,1160.0,2.0,49.0,2
2010,Hennur,1255.0,2.0,53.5,2
2011,Hennur,1255.0,2.0,55.5,2
2012,Hennur,1255.0,2.0,57.5,2
2013,Hennur,1020.0,2.0,48.0,2
2014,Hennur,1255.0,2.0,52.32,2
2015,Hennur,1295.0,2.0,64.0,2
2016,Hennur,1655.0,2.0,70.5,3
2017,Hennur,1255.0,2.0,58.0,2
2018,Hennur,1420.0,2.0,62.0,2
2019,Hennur,1155.0,2.0,54.5,2
2020,Hennur,1255.0,2.0,52.32,2
2021,Hennur,1255.0,2.0,52.35,2
2022,Hennur,1255.0,2.0,54.5,2
2023,Hennur,1255.0,2.0,55.5,2
2024,Hennur,1255.0,2.0,53.57,2
2025,Hennur,1255.0,2.0,56.5,2
2026,Hennur,1050.0,2.0,42.73,2
2027,Hennur,1295.0,2.0,62.0,2
2028,Hennur Road,2089.0,3.0,140.0,3
2029,Hennur Road,5000.0,8.0,250.0,8
2030,Hennur Road,1385.0,2.0,83.09,2
2031,Hennur Road,1904.0,3.0,120.0,3
2032,Hennur Road,1891.0,3.0,109.0,3
2033,Hennur Road,1561.0,3.0,95.0,3
2034,Hennur Road,1192.0,2.0,60.0,3
2035,Hennur Road,1482.0,2.0,92.0,3
2036,Hennur Road,1482.0,2.0,83.73,3
2037,Hennur Road,1482.0,2.0,87.0,3
2038,Hennur Road,1703.0,3.0,101.0,3
2039,Hennur Road,1232.0,2.0,69.61,2
2040,Hennur Road,1804.0,3.0,102.0,3
2041,Hennur Road,1186.0,2.0,63.0,3
2042,Hennur Road,1680.0,3.0,99.27,3
2043,Hennur Road,1385.0,2.0,83.09,2
2044,Hennur Road,1586.0,3.0,93.94,3
2045,Hennur Road,1975.0,3.0,123.0,3
2046,Hennur Road,901.0,2.0,49.5,2
2047,Hennur Road,1445.0,3.0,86.56,3
2048,Hennur Road,1482.0,2.0,97.0,3
2049,Hennur Road,1192.0,2.0,62.0,3
2050,Hennur Road,1036.0,2.0,59.46,2
2051,Hennur Road,1891.0,3.0,109.0,3
2052,Hennur Road,1232.0,2.0,69.61,2
2053,Hennur Road,1804.0,3.0,102.0,3
2054,Hennur Road,1936.0,3.0,118.0,3
2055,Hennur Road,1590.0,3.0,96.5,3
2056,Hennur Road,1036.0,2.0,59.45,2
2057,Hennur Road,1832.0,3.0,125.0,3
2058,Hennur Road,1341.0,2.0,75.76,2
2059,Hennur Road,1685.0,3.0,95.0,3
2060,Hennur Road,1414.0,2.0,84.18,2
2061,Hennur Road,1949.0,3.0,133.0,3
2062,Hennur Road,1250.0,2.0,77.88,3
2063,Hennur Road,1831.0,3.0,110.0,3
2064,Hennur Road,1232.0,2.0,74.0,2
2065,Hennur Road,1232.0,2.0,66.0,2
2066,Hennur Road,2700.0,3.0,150.0,3
2067,Hennur Road,1310.0,2.0,66.0,2
2068,Hennur Road,2002.0,3.0,120.0,3
2069,Hennur Road,1232.0,2.0,69.6,2
2070,Hennur Road,1195.0,2.0,73.0,2
2071,Hennur Road,1061.0,2.0,54.92,2
2072,Hennur Road,1585.0,2.0,80.0,3
2073,Hennur Road,2041.0,3.0,128.0,3
2074,Hennur Road,973.0,2.0,56.0,2
2075,Hennur Road,1255.0,2.0,84.0,2
2076,Hennur Road,1232.0,2.0,83.0,2
2077,Hennur Road,1832.0,3.0,116.0,3
2078,Hennur Road,2050.0,3.0,120.0,3
2079,Hennur Road,1445.0,2.0,86.69,3
2080,Hennur Road,1445.0,2.0,83.0,3
2081,Hennur Road,1679.0,3.0,94.86,3
2082,Hennur Road,1654.0,3.0,97.8,3
2083,Hennur Road,1480.0,3.0,100.0,3
2084,Hennur Road,1450.0,3.0,88.6,3
2085,Hennur Road,1155.0,2.0,69.18,2
2086,Hennur Road,1053.0,2.0,53.0,2
2087,Hennur Road,1904.0,3.0,129.0,3
2088,Hennur Road,1981.0,3.0,134.0,3
2089,Hennur Road,1155.0,2.0,69.18,2
2090,Hennur Road,1590.0,3.0,105.0,3
2091,Hennur Road,2041.0,3.0,138.0,3
2092,Hennur Road,1232.0,2.0,69.61,2
2093,Hennur Road,1748.0,3.0,103.0,3
2094,Hennur Road,1460.0,2.0,80.3,2
2095,Hennur Road,1232.0,2.0,69.61,2
2096,Hennur Road,1450.0,3.0,79.0,3
2097,Hennur Road,1445.0,2.0,89.56,3
2098,Hennur Road,973.0,2.0,50.74,2
2099,Hennur Road,1482.0,2.0,83.73,3
2100,Hennur Road,1305.0,2.0,77.0,3
2101,Hennur Road,1672.0,3.0,86.0,3
2102,Hennur Road,1165.0,2.0,67.0,2
2103,Hennur Road,980.0,2.0,51.0,2
2104,Hennur Road,1232.0,2.0,80.0,2
2105,Hennur Road,950.0,2.0,55.0,2
2106,Hennur Road,1891.0,3.0,110.0,3
2107,Hennur Road,1470.0,2.0,75.0,3
2108,Hennur Road,1450.0,2.0,80.0,2
2109,Hennur Road,1155.0,2.0,69.18,2
2110,Hennur Road,1936.0,3.0,131.0,3
2111,Hoodi,1715.0,2.0,95.0,3
2112,Hoodi,2118.0,4.0,111.0,4
2113,Hoodi,1425.0,2.0,80.0,2
2114,Hoodi,1420.0,2.0,75.0,2
2115,Hoodi,1606.0,3.0,89.55,3
2116,Hoodi,1639.0,3.0,98.32,3
2117,Hoodi,2863.0,4.0,140.0,4
2118,Hoodi,1512.0,3.0,75.77,3
2119,Hoodi,1026.0,2.0,60.87,2
2120,Hoodi,1400.0,2.0,78.0,2
2121,Hoodi,1196.0,2.0,71.74,2
2122,Hoodi,1553.0,3.0,83.09,3
2123,Hoodi,1500.0,2.0,84.0,2
2124,Hoodi,1055.0,2.0,57.63,2
2125,Hoodi,1925.0,2.0,114.0,3
2126,Hoodi,1400.0,2.0,82.0,2
2127,Hoodi,1257.0,2.0,69.0,2
2128,Hoodi,1132.0,2.0,67.9,2
2129,Hoodi,1925.0,3.0,110.0,3
2130,Hoodi,1769.0,3.0,96.87,3
2131,Hoodi,1257.0,2.0,71.03,2
2132,Hoodi,1305.0,2.0,75.0,2
2133,Hoodi,1490.0,3.0,79.0,3
2134,Hoodi,1240.0,2.0,65.0,2
2135,Hoodi,1370.0,3.0,67.0,3
2136,Hoodi,1257.0,2.0,68.5,2
2137,Hoodi,1063.0,2.0,61.17,2
2138,Hoodi,1259.0,2.0,69.45,2
2139,Hoodi,1559.0,3.0,81.55,3
2140,Hoodi,1715.0,2.0,100.0,3
2141,Hoodi,1350.0,3.0,70.0,3
2142,Hoodi,1447.0,3.0,76.0,2
2143,Hoodi,1108.0,2.0,66.46,2
2144,Hoodi,1400.0,3.0,74.0,3
2145,Hoodi,1837.0,3.0,110.0,3
2146,Hoodi,1644.0,3.0,80.51,3
2147,Hoodi,1490.0,3.0,85.0,3
2148,Horamavu Agara,1200.0,2.0,45.0,2
2149,Horamavu Agara,1560.0,3.0,75.0,3
2150,Horamavu Agara,1650.0,2.0,75.0,3
2151,Horamavu Agara,950.0,2.0,39.0,2
2152,Horamavu Agara,1106.0,2.0,43.09,2
2153,Horamavu Agara,1079.0,2.0,41.0,2
2154,Horamavu Agara,1107.83,2.0,41.51,2
2155,Horamavu Agara,980.0,2.0,38.19,2
2156,Horamavu Agara,1000.0,2.0,46.0,2
2157,Horamavu Agara,625.0,1.0,27.0,1
2158,Horamavu Agara,994.0,2.0,42.28,2
2159,Horamavu Agara,1107.83,2.0,41.51,2
2160,Horamavu Agara,1300.0,2.0,52.0,3
2161,Horamavu Agara,1090.0,2.0,46.0,2
2162,Horamavu Agara,1400.0,3.0,63.0,3
2163,Horamavu Agara,1557.0,3.0,70.0,3
2164,Horamavu Agara,1058.0,2.0,47.0,2
2165,Horamavu Banaswadi,1611.0,3.0,66.0,3
2166,Horamavu Banaswadi,1156.0,2.0,46.0,2
2167,Horamavu Banaswadi,1307.0,2.0,51.6,2
2168,Horamavu Banaswadi,1357.0,2.0,54.0,2
2169,Horamavu Banaswadi,925.0,2.0,38.0,2
2170,Horamavu Banaswadi,1272.0,2.0,48.0,2
2171,Horamavu Banaswadi,1225.0,2.0,49.5,2
2172,Horamavu Banaswadi,1272.0,2.0,51.5,2
2173,Horamavu Banaswadi,1272.0,2.0,51.5,2
2174,Horamavu Banaswadi,1156.0,2.0,46.9,2
2175,Horamavu Banaswadi,1200.0,2.0,45.0,2
2176,Horamavu Banaswadi,1254.0,2.0,47.0,2
2177,Horamavu Banaswadi,1610.0,3.0,68.0,3
2178,Horamavu Banaswadi,1210.0,2.0,50.0,2
2179,Horamavu Banaswadi,1357.0,2.0,54.0,2
2180,Horamavu Banaswadi,1272.0,2.0,50.0,2
2181,Horamavu Banaswadi,1200.0,2.0,45.0,2
2182,Horamavu Banaswadi,1025.0,2.0,45.0,2
2183,Hormavu,1500.0,2.0,78.0,2
2184,Hormavu,1150.0,2.0,55.0,2
2185,Hormavu,1180.0,2.0,50.0,2
2186,Hormavu,1175.0,2.0,52.0,2
2187,Hormavu,1351.0,2.0,53.0,1
2188,Hormavu,1141.0,2.0,44.4,2
2189,Hormavu,1500.0,3.0,70.0,3
2190,Hormavu,1725.0,3.0,85.0,3
2191,Hormavu,1150.0,2.0,53.11,2
2192,Hormavu,1123.0,2.0,56.0,2
2193,Hormavu,1385.0,2.0,69.0,3
2194,Hormavu,1030.0,2.0,49.35,2
2195,Hormavu,1018.0,2.0,50.8,2
2196,Hormavu,1555.0,3.0,75.0,3
2197,Hormavu,1143.0,2.0,53.0,2
2198,Hormavu,1000.0,2.0,50.0,2
2199,Hormavu,765.0,2.0,37.49,2
2200,Hormavu,1420.0,3.0,58.0,3
2201,Hormavu,1250.0,2.0,60.0,2
2202,Hormavu,1129.0,2.0,44.0,2
2203,Hormavu,1385.0,2.0,69.25,3
2204,Hormavu,1065.0,2.0,50.92,2
2205,Hormavu,1365.0,2.0,65.0,3
2206,Hormavu,1550.0,2.0,60.0,3
2207,Hormavu,1250.0,2.0,65.0,2
2208,Hormavu,1604.0,3.0,68.0,3
2209,Hormavu,1075.0,2.0,53.7,2
2210,Hormavu,980.0,2.0,42.0,2
2211,Hormavu,1075.0,2.0,53.7,2
2212,Hormavu,2282.0,4.0,115.0,4
2213,Hormavu,1206.0,2.0,55.0,2
2214,Hormavu,1310.0,2.0,67.0,2
2215,Hormavu,1310.0,2.0,60.0,2
2216,Hormavu,1020.0,2.0,45.75,2
2217,Hosa Road,1652.0,3.0,85.0,3
2218,Hosa Road,1639.0,3.0,80.0,3
2219,Hosa Road,1161.0,2.0,55.15,2
2220,Hosa Road,1726.0,3.0,81.99,3
2221,Hosa Road,1161.0,2.0,55.15,2
2222,Hosa Road,1541.0,3.0,69.84,3
2223,Hosa Road,615.0,1.0,28.29,1
2224,Hosa Road,1133.0,2.0,52.0,2
2225,Hosa Road,1161.0,2.0,55.15,2
2226,Hosa Road,880.0,2.0,50.0,2
2227,Hosa Road,1040.0,2.0,61.0,2
2228,Hosa Road,1245.0,2.0,62.0,2
2229,Hosa Road,1726.0,3.0,81.99,3
2230,Hosa Road,1364.0,2.0,64.79,2
2231,Hosa Road,1016.0,2.0,45.0,2
2232,Hosa Road,1730.0,3.0,72.6,3
2233,Hosa Road,1360.0,2.0,77.61,2
2234,Hosa Road,1170.0,2.0,65.0,2
2235,Hosa Road,1161.0,2.0,55.15,2
2236,Hosa Road,1470.0,2.0,84.22,3
2237,Hosa Road,1161.0,2.0,48.75,2
2238,Hosa Road,1541.0,3.0,69.61,3
2239,Hosakerehalli,2378.0,3.0,262.0,3
2240,Hosakerehalli,2376.0,3.0,203.0,3
2241,Hosakerehalli,3024.0,5.0,248.0,4
2242,Hosakerehalli,2400.0,5.0,250.0,5
2243,Hosakerehalli,1817.0,4.0,153.0,3
2244,Hosakerehalli,1304.0,2.0,100.0,2
2245,Hosakerehalli,2480.0,3.0,245.0,3
2246,Hosakerehalli,2480.0,4.0,260.0,3
2247,Hosakerehalli,1200.0,2.0,100.0,3
2248,Hosakerehalli,3205.0,4.0,300.0,4
2249,Hosakerehalli,3033.0,4.0,326.0,4
2250,Hosakerehalli,600.0,2.0,65.0,2
2251,Hosakerehalli,2480.0,4.0,265.0,3
2252,Hosakerehalli,2376.0,3.0,240.0,3
2253,Hosakerehalli,1500.0,6.0,145.0,5
2254,Hoskote,1250.0,3.0,50.0,3
2255,Hoskote,1225.0,3.0,40.0,3
2256,Hoskote,1740.0,3.0,60.0,3
2257,Hoskote,1170.0,2.0,45.0,2
2258,Hoskote,1069.0,2.0,38.0,3
2259,Hoskote,1095.0,2.0,33.6,2
2260,Hoskote,1695.0,3.0,50.0,3
2261,Hoskote,1065.0,2.0,31.5,2
2262,Hoskote,1065.0,2.0,28.5,2
2263,Hoskote,945.0,2.0,35.0,2
2264,Hoskote,1065.0,2.0,33.75,2
2265,Hosur Road,1194.0,2.0,69.0,2
2266,Hosur Road,1145.0,2.0,60.0,3
2267,Hosur Road,1427.0,2.0,80.63,3
2268,Hosur Road,460.0,1.0,21.0,1
2269,Hosur Road,1733.0,2.0,85.0,3
2270,Hosur Road,950.0,2.0,60.0,2
2271,Hosur Road,1194.0,2.0,71.64,2
2272,Hosur Road,1689.0,3.0,103.0,3
2273,Hosur Road,3600.0,5.0,180.0,5
2274,Hosur Road,1689.0,3.0,103.0,3
2275,Hosur Road,4235.0,4.0,241.0,4
2276,Hosur Road,3000.0,4.0,160.0,4
2277,Hosur Road,2000.0,4.0,130.0,4
2278,Hosur Road,1250.0,2.0,65.0,2
2279,Hosur Road,1689.0,3.0,103.0,3
2280,Hosur Road,1685.0,3.0,90.0,3
2281,Hosur Road,1919.0,3.0,117.0,3
2282,Hulimavu,1125.0,2.0,50.0,2
2283,Hulimavu,1242.0,2.0,51.0,2
2284,Hulimavu,1650.0,3.0,78.0,3
2285,Hulimavu,1823.0,3.0,100.0,3
2286,Hulimavu,1080.0,2.0,43.2,2
2287,Hulimavu,1100.0,2.0,71.5,2
2288,Hulimavu,1255.0,2.0,73.0,2
2289,Hulimavu,1200.0,4.0,75.0,4
2290,Hulimavu,1058.0,2.0,48.0,2
2291,Hulimavu,1375.0,2.0,80.0,2
2292,Hulimavu,1248.0,2.0,69.0,2
2293,Hulimavu,1225.0,2.0,55.0,2
2294,Hulimavu,1255.0,2.0,74.0,2
2295,Hulimavu,1255.0,2.0,69.0,2
2296,Hulimavu,1255.0,2.0,66.0,2
2297,Hulimavu,3035.0,5.0,220.0,3
2298,Hulimavu,1127.0,2.0,65.0,2
2299,Hulimavu,1200.0,2.0,50.0,2
2300,Hulimavu,1450.0,3.0,72.0,3
2301,Hulimavu,1200.0,2.0,75.0,2
2302,Hulimavu,1430.0,2.0,90.0,3
2303,Hulimavu,850.0,1.0,39.5,2
2304,Hulimavu,1000.0,2.0,45.0,2
2305,Hulimavu,1320.0,2.0,59.0,3
2306,Hulimavu,2000.0,4.0,100.0,4
2307,Hulimavu,1276.0,2.0,76.0,2
2308,Hulimavu,1500.0,2.0,90.0,2
2309,Hulimavu,581.0,1.0,29.0,1
2310,Hulimavu,935.0,2.0,45.0,2
2311,Hulimavu,1320.0,2.0,65.0,3
2312,Hulimavu,1200.0,4.0,75.0,4
2313,Hulimavu,1260.0,2.0,82.0,3
2314,Hulimavu,450.0,1.0,20.0,1
2315,Hulimavu,1231.0,2.0,84.5,2
2316,Hulimavu,1115.0,2.0,44.6,2
2317,ISRO Layout,4400.0,6.0,250.0,6
2318,ISRO Layout,1000.0,2.0,60.0,2
2319,ISRO Layout,1000.0,2.0,60.0,2
2320,ISRO Layout,1310.0,2.0,68.0,3
2321,ISRO Layout,4200.0,4.0,255.0,4
2322,ITPL,1200.0,3.0,56.12,3
2323,ITPL,1200.0,3.0,56.12,3
2324,ITPL,1200.0,3.0,56.12,3
2325,ITPL,1334.0,2.0,55.43,2
2326,ITPL,1500.0,3.0,61.52,3
2327,Iblur Village,3235.0,3.0,235.0,3
2328,Iblur Village,3596.0,5.0,252.0,4
2329,Iblur Village,2100.0,4.0,145.0,3
2330,Iblur Village,1920.0,3.0,150.0,3
2331,Iblur Village,1920.0,3.0,150.0,3
2332,Iblur Village,2000.0,4.0,138.0,3
2333,Iblur Village,3596.0,5.0,260.0,4
2334,Iblur Village,3596.0,5.0,279.0,4
2335,Iblur Village,2666.0,4.0,200.0,3
2336,Iblur Village,5384.0,5.0,420.0,5
2337,Iblur Village,5515.0,6.0,425.0,5
2338,Iblur Village,3596.0,4.0,268.0,4
2339,Iblur Village,3596.0,5.0,251.0,4
2340,Indira Nagar,2200.0,4.0,200.0,4
2341,Indira Nagar,1128.0,2.0,105.0,2
2342,Indira Nagar,2800.0,3.0,330.0,3
2343,Indira Nagar,1650.0,3.0,200.0,3
2344,Indira Nagar,1875.0,3.0,180.0,3
2345,Indira Nagar,1210.0,2.0,102.0,2
2346,Indira Nagar,1224.0,2.0,105.0,2
2347,Indira Nagar,2070.0,3.0,225.0,3
2348,Indira Nagar,500.0,1.0,70.0,1
2349,Indira Nagar,1400.0,2.0,168.0,2
2350,Indira Nagar,1407.0,3.0,120.0,3
2351,Indira Nagar,1145.0,2.0,100.0,2
2352,Indira Nagar,1470.0,2.0,170.0,2
2353,Indira Nagar,2700.0,3.0,324.0,3
2354,Indira Nagar,2601.0,4.0,312.0,3
2355,Indira Nagar,1260.0,2.0,100.0,2
2356,Indira Nagar,1740.0,3.0,191.0,3
2357,Indira Nagar,1650.0,3.0,220.0,3
2358,Indira Nagar,1700.0,3.0,150.0,3
2359,Indira Nagar,3200.0,3.0,250.0,4
2360,Indira Nagar,1475.0,2.0,171.0,2
2361,Indira Nagar,3200.0,4.0,440.0,4
2362,Indira Nagar,1500.0,3.0,120.0,3
2363,Indira Nagar,1650.0,3.0,200.0,3
2364,Indira Nagar,2800.0,4.0,365.0,4
2365,Indira Nagar,1260.0,2.0,120.0,2
2366,Indira Nagar,1149.0,2.0,130.0,2
2367,Indira Nagar,1650.0,3.0,150.0,3
2368,JP Nagar,7720.0,2.0,375.0,5
2369,JP Nagar,1100.0,2.0,70.0,2
2370,JP Nagar,940.0,2.0,49.0,2
2371,JP Nagar,2500.0,3.0,135.0,3
2372,JP Nagar,6624.5,4.0,314.5,4
2373,JP Nagar,2002.5,2.0,93.865,2
2374,JP Nagar,1200.0,2.0,62.0,2
2375,JP Nagar,1315.0,2.0,85.4,3
2376,JP Nagar,3000.0,4.0,140.0,4
2377,JP Nagar,3000.0,4.0,140.0,4
2378,JP Nagar,3300.0,4.0,160.0,3
2379,JP Nagar,1150.0,2.0,49.9,3
2380,JP Nagar,1200.0,2.0,78.0,2
2381,JP Nagar,1850.0,2.0,110.0,3
2382,JP Nagar,2700.0,4.0,160.0,7
2383,JP Nagar,1500.0,2.0,82.0,3
2384,JP Nagar,820.0,2.0,45.0,2
2385,JP Nagar,3070.0,2.0,152.0,3
2386,JP Nagar,5048.0,2.0,237.5,3
2387,JP Nagar,1600.0,3.0,83.0,3
2388,JP Nagar,3000.0,3.0,150.0,4
2389,JP Nagar,745.0,1.0,34.27,1
2390,JP Nagar,1500.0,2.0,87.0,4
2391,JP Nagar,1590.0,2.0,85.0,3
2392,JP Nagar,1250.0,2.0,60.0,2
2393,JP Nagar,1107.0,2.0,57.0,2
2394,JP Nagar,1157.0,2.0,73.0,2
2395,JP Nagar,1500.0,2.0,82.0,3
2396,Jakkur,1279.0,2.0,77.0,2
2397,Jakkur,1710.0,3.0,107.0,3
2398,Jakkur,1396.0,2.0,86.51,3
2399,Jakkur,1865.0,3.0,124.0,3
2400,Jakkur,4305.905,2.0,260.5,4
2401,Jakkur,1798.0,3.0,120.0,3
2402,Jakkur,1300.0,2.0,85.0,2
2403,Jakkur,4305.905,4.0,260.5,4
2404,Jakkur,1950.0,3.0,131.0,3
2405,Jakkur,1230.0,2.0,76.0,2
2406,Jakkur,1290.0,2.0,80.0,2
2407,Jakkur,1760.0,3.0,110.0,3
2408,Jakkur,2283.0,4.0,130.0,4
2409,Jakkur,1483.0,2.0,98.0,2
2410,Jakkur,1482.0,3.0,86.0,3
2411,Jakkur,1645.0,3.0,100.0,3
2412,Jakkur,1650.0,3.0,111.0,3
2413,Jakkur,2423.0,4.0,160.0,3
2414,Jakkur,2197.0,3.0,136.0,3
2415,Jakkur,1125.0,2.0,65.0,2
2416,Jakkur,1230.0,2.0,79.0,2
2417,Jakkur,1202.0,2.0,79.0,2
2418,Jakkur,1858.0,3.0,123.0,3
2419,Jakkur,1798.0,3.0,110.0,3
2420,Jakkur,1080.0,2.0,60.0,2
2421,Jakkur,1816.0,3.0,119.0,3
2422,Jakkur,1424.0,2.0,80.0,2
2423,Jakkur,1290.0,2.0,85.0,2
2424,Jakkur,1300.0,2.0,80.0,2
2425,Jakkur,1290.0,2.0,80.04,2
2426,Jakkur,1282.0,2.0,72.0,2
2427,Jakkur,1880.0,4.0,110.0,3
2428,Jakkur,1660.0,3.0,104.0,3
2429,Jakkur,1291.0,2.0,75.0,2
2430,Jakkur,1473.0,2.0,85.0,2
2431,Jakkur,1660.0,3.0,104.0,3
2432,Jakkur,1950.0,3.0,131.0,3
2433,Jakkur,1432.0,2.0,85.0,2
2434,Jakkur,1150.0,3.0,65.0,3
2435,Jakkur,1710.0,3.0,110.0,3
2436,Jalahalli,2250.0,3.0,160.0,3
2437,Jalahalli,1870.0,3.0,110.0,3
2438,Jalahalli,1400.0,1.0,80.0,2
2439,Jalahalli,1932.0,4.0,135.0,3
2440,Jalahalli,2384.0,4.0,165.0,3
2441,Jalahalli,790.0,2.0,49.5,2
2442,Jalahalli,1395.0,3.0,82.0,3
2443,Jalahalli,600.0,1.0,37.0,1
2444,Jalahalli,2404.0,3.0,138.0,3
2445,Jalahalli,905.0,2.0,55.0,2
2446,Jalahalli,1000.0,2.0,70.0,2
2447,Jalahalli,1470.0,2.0,102.0,3
2448,Jalahalli,1244.0,2.0,88.0,2
2449,Jalahalli,1407.0,2.0,98.49,2
2450,Jalahalli,1530.0,2.0,89.0,3
2451,Jalahalli,1575.0,4.0,100.0,3
2452,Jalahalli,980.0,2.0,60.0,3
2453,Jalahalli,1881.0,3.0,115.0,3
2454,Jalahalli,1405.0,2.0,85.0,3
2455,Jalahalli East,750.0,1.0,40.0,1
2456,Jalahalli East,1260.0,2.0,60.0,3
2457,Jalahalli East,1300.0,2.0,63.0,3
2458,Jalahalli East,1010.0,2.0,52.0,2
2459,Jalahalli East,1010.0,2.0,52.0,2
2460,Jigani,918.0,2.0,52.0,2
2461,Jigani,918.0,2.0,48.0,2
2462,Jigani,914.0,2.0,47.0,2
2463,Jigani,920.0,2.0,46.0,2
2464,Jigani,2400.0,4.0,130.0,3
2465,Jigani,918.0,2.0,45.0,2
2466,Jigani,937.0,2.0,44.0,2
2467,Jigani,1252.0,3.0,61.0,3
2468,Jigani,923.0,2.0,50.0,2
2469,Jigani,1250.0,3.0,58.0,3
2470,Jigani,1252.0,3.0,63.0,3
2471,Jigani,918.0,2.0,49.0,2
2472,Jigani,914.0,2.0,49.0,2
2473,Jigani,918.0,2.0,50.0,2
2474,Jigani,1200.0,3.0,65.0,3
2475,Jigani,1352.0,3.0,65.0,3
